Edad,Causa de muerte,Total,Hombres,Mujeres
75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",489,262,227
75 - 79 años,Otras causas,1853,963,890
80 - 84 años,Todas las causas,6215,3110,3105
80 - 84 años,"Neumonía, organismo no especificado",748,389,359
80 - 84 años,Infarto agudo del miocardio,719,369,350
80 - 84 años,"Diabetes mellitus, no especificada",336,124,212
83 - 84 años,Insuficiencia cardíaca,321,171,150
80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",251,116,135
80 - 84 años,"Desnutrición proteicocalórica, no especificada",193,103,90
80 - 84 años,Tumor maligno del estómago,155,73,82
80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,147,75,72
80 - 84 años,Diarrea y gastroenteritis de presunto origen infeccioso,127,62,65
80 - 84 años,Otras enfermedades cerebrovasculares,122,56,66
80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,109,61,48
80 - 84 años,Tumor maligno de la próstata,109,109,0
80 - 84 años,Diabetes mellitus no insulinodependiente,106,45,61
80 - 84 años,Fibrosis y cirrosis del hígado,102,60,42
80 - 84 años,Exposición a factores no especificados,101,55,46
80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",711,343,368
80 - 84 años,Otras causas,1858,899,959
85 y más,Todas las causas,8588,4049,4539
85 y más,Infarto agudo del miocardio,1180,566,614
85 y más,"Neumonía, organismo no especificado",1172,601,571
85 y más,Insuficiencia cardíaca,487,223,264
85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",390,187,203
85 y más,"Desnutrición proteicocalórica, no especificada",374,180,194
85 y más,"Diabetes mellitus, no especificada",314,111,203
85 y más,Otras enfermedades pulmonares obstructivas crónicas,189,85,104
85 y más,Otras enfermedades cerebrovasculares,180,77,103
85 y más,Exposición a factores no especificados,166,85,81
85 y más,Tumor maligno de la próstata,153,153,0
85 y más,Tumor maligno del estómago,141,56,85
85 y más,Diarrea y gastroenteritis de presunto origen infeccioso,133,68,65
85 y más,Hipertensión esencial (primaria),130,51,79
85 y más,Insuficiencia renal crónica,107,53,54
85 y más,Insuficiencia renal no especificada,101,55,46
85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1312,577,735
85 y más,Otras causas,2059,921,1138
Ignorado,Todas las causas,948,631,317
Ignorado,"Neumonía, organismo no especificado",105,63,42
Ignorado,Exposición a factores no especificados,76,60,16
Ignorado,Diarrea y gastroenteritis de presunto origen infeccioso,59,36,23
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",51,45,6
Ignorado,Agresión con objeto cortante,33,29,4
Ignorado,Infarto agudo del miocardio,32,17,15
Ignorado,"Disparo de otras armas de fuego, y las no especificadas",25,21,4
Ignorado,Otras septicemias,20,10,10
Ignorado,"Desnutrición proteicocalórica, no especificada",20,9,11
Ignorado,Agresión por medios no especificados,19,18,1
Ignorado,Secuelas de otros efectos y los no especificados de causas externas,17,13,4
Ignorado,Ahogamiento y sumersión no especificados,17,13,4
Ignorado,Insuficiencia cardíaca,16,7,9
Ignorado,Negligencia y abandono,14,12,2
Ignorado,"Diabetes mellitus, no especificada",13,7,6
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",113,67,46
Ignorado,Otras causas,318,204,114
