Edad,Causa de muerte,Total,Hombres,Mujeres
80 - 84 años,Todas las causas,7322,3611,3711
80 - 84 años,Infarto agudo del miocardio,806,407,399
80 - 84 años,"Neumonía, organismo no especificado",761,367,394
80 - 84 años,"Diabetes mellitus, no especificada",401,160,241
80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",265,142,123
80 - 84 años,Insuficiencia cardíaca,208,115,93
80 - 84 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,148,73,75
80 - 84 años,Diabetes mellitus no insulinodependiente,147,61,86
80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,145,73,72
80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,143,77,66
80 - 84 años,Hipertensión esencial (primaria),136,64,72
80 - 84 años,Otras enfermedades cerebrovasculares,136,60,76
80 - 84 años,Fibrosis y cirrosis del hígado,132,64,68
80 - 84 años,Tumor maligno del estómago,121,57,64
80 - 84 años,Tumor maligno de la próstata,120,120,0
80 - 84 años,Enfermedad renal crónica,117,62,55
80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1375,670,705
80 - 84 años,Otras causas,2161,1039,1122
85 y más,Todas las causas,12519,5810,6709
85 y más,Infarto agudo del miocardio,1759,835,924
85 y más,"Neumonía, organismo no especificado",1518,740,778
85 y más,Insuficiencia cardíaca,531,234,297
85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",437,178,259
85 y más,"Diabetes mellitus, no especificada",410,158,252
85 y más,Hipertensión esencial (primaria),293,124,169
85 y más,Otras enfermedades pulmonares obstructivas crónicas,285,140,145
85 y más,Otras enfermedades cerebrovasculares,229,106,123
85 y más,"Desnutrición proteicocalórica, no especificada",227,96,131
85 y más,Otras gastroenteritis y colitis de origen infeccioso y no especificado,216,112,104
85 y más,Diabetes mellitus no insulinodependiente,186,65,121
85 y más,Tumor maligno de la próstata,175,175,0
85 y más,Exposición a factores no especificados,148,79,69
85 y más,Enfermedad renal crónica,138,81,57
85 y más,Insuficiencia renal no especificada,130,64,66
85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2890,1293,1597
85 y más,Otras causas,2947,1330,1617
Ignorado,Todas las causas,372,256,116
Ignorado,"Disparo de otras armas de fuego, y las no especificadas",34,33,1
Ignorado,Exposición a factores no especificados,25,24,1
Ignorado,"Neumonía, organismo no especificado",24,9,15
Ignorado,Fibrosis y cirrosis del hígado,10,10,0
Ignorado,Infarto agudo del miocardio,9,7,2
Ignorado,Otras gastroenteritis y colitis de origen infeccioso y no especificado,8,5,3
Ignorado,"Diabetes mellitus, no especificada",8,2,6
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",8,8,0
Ignorado,Enfermedad alcohólica del hígado,7,6,1
Ignorado,Otras malformaciones congénitas del corazón,7,5,2
Ignorado,"Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente",6,4,2
Ignorado,Otras sepsis,6,3,3
Ignorado,"Envenenamiento accidental por, y exposición al alcohol",6,5,1
Ignorado,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",5,4,1
Ignorado,Diabetes mellitus no insulinodependiente,4,2,2
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",74,47,27
Ignorado,Otras causas,131,82,49
