Edad,Causa de muerte,Total,Hombres,Mujeres
75 - 79 años,Otras enfermedades pulmonares obstructivas crónicas,119,62,57
75 - 79 años,Tumor maligno de la próstata,116,116,0
75 - 79 años,Otras enfermedades cerebrovasculares,115,55,60
75 - 79 años,Exposición a factores no especificados,110,72,38
75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",863,449,414
75 - 79 años,Otras causas,2118,1047,1071
80 - 84 años,Todas las causas,6820,3433,3387
80 - 84 años,"Neumonía, organismo no especificado",781,373,408
80 - 84 años,Infarto agudo del miocardio,747,410,337
80 - 84 años,"Diabetes mellitus, no especificada",412,173,239
80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",265,123,142
80 - 84 años,Insuficiencia cardíaca,203,99,104
80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,169,82,87
80 - 84 años,Tumor maligno del estómago,142,60,82
80 - 84 años,Otras enfermedades cerebrovasculares,132,59,73
80 - 84 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,123,64,59
80 - 84 años,Diabetes mellitus no insulinodependiente,123,44,79
80 - 84 años,Hipertensión esencial (primaria),116,38,78
80 - 84 años,Enfermedad renal crónica,112,58,54
80 - 84 años,Tumor maligno de la próstata,109,109,0
80 - 84 años,Insuficiencia renal no especificada,105,62,43
80 - 84 años,Exposición a factores no especificados,104,72,32
80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1115,564,551
80 - 84 años,Otras causas,2062,1043,1019
85 y más,Todas las causas,11937,5611,6326
85 y más,"Neumonía, organismo no especificado",1643,828,815
85 y más,Infarto agudo del miocardio,1626,781,845
85 y más,Insuficiencia cardíaca,569,241,328
85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",474,214,260
85 y más,"Diabetes mellitus, no especificada",387,145,242
85 y más,Otras enfermedades pulmonares obstructivas crónicas,307,168,139
85 y más,"Desnutrición proteicocalórica, no especificada",284,123,161
85 y más,Hipertensión esencial (primaria),224,90,134
85 y más,Otras enfermedades cerebrovasculares,203,93,110
85 y más,Otras gastroenteritis y colitis de origen infeccioso y no especificado,185,74,111
85 y más,Exposición a factores no especificados,179,88,91
85 y más,Tumor maligno de la próstata,166,166,0
85 y más,Tumor maligno del estómago,155,85,70
85 y más,Enfermedad renal crónica,151,69,82
85 y más,Insuficiencia renal no especificada,149,72,77
85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2354,1063,1291
85 y más,Otras causas,2881,1311,1570
Ignorado,Todas las causas,352,200,152
Ignorado,"Neumonía, organismo no especificado",29,15,14
Ignorado,Exposición a factores no especificados,24,19,5
Ignorado,Infarto agudo del miocardio,19,11,8
Ignorado,Fibrosis y cirrosis del hígado,11,8,3
Ignorado,Otras sepsis,8,4,4
Ignorado,Tumor maligno del estómago,7,1,6
Ignorado,Diabetes mellitus no insulinodependiente,7,3,4
Ignorado,"Desnutrición proteicocalórica, no especificada",5,3,2
Ignorado,Otras enfermedades cardiopulmonares,5,2,3
Ignorado,Insuficiencia cardíaca,5,4,1
Ignorado,Otras enfermedades del sistema digestivo,5,4,1
Ignorado,Enfermedad renal crónica,5,2,3
Ignorado,"Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente",4,4,0
Ignorado,Otros trastornos del encéfalo,4,2,2
Ignorado,Otras enfermedades pulmonares obstructivas crónicas,4,1,3
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",70,33,37
Ignorado,Otras causas,140,84,56
