Edad,Causa de muerte,Total,Hombres,Mujeres
75 - 79 años,Diarrea y gastroenteritis de presunto origen infeccioso,132,61,71
75 - 79 años,Diabetes mellitus no insulinodependiente,131,52,79
75 - 79 años,Exposición a factores no especificados,128,87,41
75 - 79 años,Tumor maligno de la próstata,108,108,0
75 - 79 años,Otras enfermedades pulmonares obstructivas crónicas,103,55,48
75 - 79 años,Otras enfermedades cerebrovasculares,94,45,49
75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",484,256,228
75 - 79 años,Otras causas,1925,1020,905
80 - 84 años,Todas las causas,6487,3252,3235
80 - 84 años,"Neumonía, organismo no especificado",746,364,382
80 - 84 años,Infarto agudo del miocardio,704,343,361
80 - 84 años,"Diabetes mellitus, no especificada",342,142,200
80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",320,144,176
80 - 84 años,Insuficiencia cardíaca,318,152,166
80 - 84 años,"Desnutrición proteicocalórica, no especificada",220,113,107
80 - 84 años,Tumor maligno del estómago,153,74,79
80 - 84 años,Tumor maligno de la próstata,141,141,0
80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,141,78,63
80 - 84 años,Diarrea y gastroenteritis de presunto origen infeccioso,131,64,67
80 - 84 años,Otras enfermedades cerebrovasculares,131,62,69
80 - 84 años,Exposición a factores no especificados,120,69,51
80 - 84 años,Diabetes mellitus no insulinodependiente,116,43,73
80 - 84 años,Insuficiencia renal crónica,111,63,48
80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,109,57,52
80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",769,375,394
80 - 84 años,Otras causas,1915,968,947
85 y más,Todas las causas,9665,4510,5155
85 y más,"Neumonía, organismo no especificado",1366,685,681
85 y más,Infarto agudo del miocardio,1298,600,698
85 y más,Insuficiencia cardíaca,557,266,291
85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",483,208,275
85 y más,"Desnutrición proteicocalórica, no especificada",398,172,226
85 y más,"Diabetes mellitus, no especificada",302,104,198
85 y más,Otras enfermedades pulmonares obstructivas crónicas,219,105,114
85 y más,Otras enfermedades cerebrovasculares,213,100,113
85 y más,Hipertensión esencial (primaria),186,69,117
85 y más,Diarrea y gastroenteritis de presunto origen infeccioso,172,105,67
85 y más,Tumor maligno del estómago,157,68,89
85 y más,Tumor maligno de la próstata,153,153,0
85 y más,Exposición a factores no especificados,147,61,86
85 y más,Insuficiencia renal crónica,134,69,65
85 y más,Diabetes mellitus no insulinodependiente,129,48,81
85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1422,631,791
85 y más,Otras causas,2329,1066,1263
Ignorado,Todas las causas,1720,1025,695
Ignorado,"Neumonía, organismo no especificado",291,152,139
Ignorado,Diarrea y gastroenteritis de presunto origen infeccioso,116,62,54
Ignorado,Dificultad respiratoria del recién nacido,77,47,30
Ignorado,Exposición a factores no especificados,64,51,13
Ignorado,Síndromes de aspiración neonatal,63,39,24
Ignorado,"Otras malformaciones congénitas, no clasificadas en otra parte",46,26,20
Ignorado,Otras septicemias,45,25,20
Ignorado,Otras malformaciones congénitas del corazón,34,16,18
Ignorado,Infarto agudo del miocardio,31,19,12
Ignorado,Asfixia del nacimiento,31,18,13
Ignorado,Sepsis bacteriana del recién nacido,31,18,13
Ignorado,"Desnutrición proteicocalórica, no especificada",30,20,10
Ignorado,Neumonía congénita,26,13,13
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",26,26,0
Ignorado,Fibrosis y cirrosis del hígado,23,21,2
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",141,78,63
Ignorado,Otras causas,645,394,251
