Edad,Causa de muerte,Total,Hombres,Mujeres
75 - 79 años,Tumor maligno de la próstata,93,93,0
75 - 79 años,Exposición a factores no especificados,93,53,40
75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1008,485,523
75 - 79 años,Otras causas,2064,1051,1013
80 - 84 años,Todas las causas,6885,3383,3502
80 - 84 años,Infarto agudo del miocardio,801,398,403
80 - 84 años,"Neumonía, organismo no especificado",722,368,354
80 - 84 años,"Diabetes mellitus, no especificada",363,133,230
80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",243,130,113
80 - 84 años,Insuficiencia cardíaca,214,105,109
80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,140,70,70
80 - 84 años,Diabetes mellitus no insulinodependiente,134,53,81
80 - 84 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,133,66,67
80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,132,71,61
80 - 84 años,Otras enfermedades cerebrovasculares,129,48,81
80 - 84 años,Tumor maligno del estómago,127,61,66
80 - 84 años,Hipertensión esencial (primaria),123,54,69
80 - 84 años,Tumor maligno de la próstata,119,119,0
80 - 84 años,Enfermedad renal crónica,107,61,46
80 - 84 años,Fibrosis y cirrosis del hígado,100,45,55
80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1242,596,646
80 - 84 años,Otras causas,2056,1005,1051
85 y más,Todas las causas,11884,5590,6294
85 y más,Infarto agudo del miocardio,1605,772,833
85 y más,"Neumonía, organismo no especificado",1461,744,717
85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",482,223,259
85 y más,Insuficiencia cardíaca,476,216,260
85 y más,"Diabetes mellitus, no especificada",344,127,217
85 y más,Otras enfermedades pulmonares obstructivas crónicas,276,142,134
85 y más,"Desnutrición proteicocalórica, no especificada",259,110,149
85 y más,Hipertensión esencial (primaria),258,93,165
85 y más,Otras gastroenteritis y colitis de origen infeccioso y no especificado,206,84,122
85 y más,Tumor maligno de la próstata,170,170,0
85 y más,Otras enfermedades cerebrovasculares,167,85,82
85 y más,Exposición a factores no especificados,163,77,86
85 y más,Enfermedad renal crónica,155,91,64
85 y más,Diabetes mellitus no insulinodependiente,146,45,101
85 y más,Tumor maligno del estómago,133,51,82
85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2653,1255,1398
85 y más,Otras causas,2930,1305,1625
Ignorado,Todas las causas,325,202,123
Ignorado,Exposición a factores no especificados,24,21,3
Ignorado,"Neumonía, organismo no especificado",19,9,10
Ignorado,Infarto agudo del miocardio,13,6,7
Ignorado,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",10,9,1
Ignorado,Fibrosis y cirrosis del hígado,9,7,2
Ignorado,Obstrucción no especificada de la respiración,8,7,1
Ignorado,Insuficiencia cardíaca,6,2,4
Ignorado,Hemorragia intraencefálica,6,4,2
Ignorado,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",6,5,1
Ignorado,Enfermedad alcohólica del hígado,6,4,2
Ignorado,Otras enfermedades del sistema digestivo,6,2,4
Ignorado,"Envenenamiento accidental por, y exposición al alcohol",6,6,0
Ignorado,Otras sepsis,5,3,2
Ignorado,Ahogamiento y sumersión no especificados,5,4,1
Ignorado,"Diabetes mellitus, no especificada",4,2,2
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",77,45,32
Ignorado,Otras causas,115,66,49
