Edad,Causa de muerte,Total,Hombres,Mujeres
75 - 79 años,Insuficiencia renal no especificada,131,61,70
75 - 79 años,Otras enfermedades pulmonares obstructivas crónicas,130,71,59
75 - 79 años,Enfermedad renal crónica,117,60,57
75 - 79 años,Exposición a factores no especificados,109,67,42
75 - 79 años,"Desnutrición proteicocalórica, no especificada",105,47,58
75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",754,377,377
75 - 79 años,Otras causas,2105,1108,997
80 - 84 años,Todas las causas,6770,3366,3404
80 - 84 años,Infarto agudo del miocardio,801,407,394
80 - 84 años,"Neumonía, organismo no especificado",755,395,360
80 - 84 años,"Diabetes mellitus, no especificada",374,149,225
80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",283,147,136
80 - 84 años,Insuficiencia cardíaca,233,112,121
80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,169,88,81
80 - 84 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,141,64,77
80 - 84 años,Diabetes mellitus no insulinodependiente,139,55,84
80 - 84 años,Fibrosis y cirrosis del hígado,122,53,69
80 - 84 años,Tumor maligno del estómago,120,54,66
80 - 84 años,Tumor maligno de la próstata,115,115,0
80 - 84 años,"Desnutrición proteicocalórica, no especificada",114,48,66
80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,111,57,54
80 - 84 años,Enfermedad renal crónica,111,55,56
80 - 84 años,Hipertensión esencial (primaria),110,57,53
80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1011,456,555
80 - 84 años,Otras causas,2061,1054,1007
85 y más,Todas las causas,11175,5309,5866
85 y más,Infarto agudo del miocardio,1510,694,816
85 y más,"Neumonía, organismo no especificado",1507,762,745
85 y más,Insuficiencia cardíaca,544,235,309
85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",437,230,207
85 y más,"Diabetes mellitus, no especificada",356,137,219
85 y más,Otras enfermedades pulmonares obstructivas crónicas,292,140,152
85 y más,"Desnutrición proteicocalórica, no especificada",265,109,156
85 y más,Hipertensión esencial (primaria),237,101,136
85 y más,Otras gastroenteritis y colitis de origen infeccioso y no especificado,193,94,99
85 y más,Exposición a factores no especificados,165,83,82
85 y más,Tumor maligno de la próstata,164,164,0
85 y más,Tumor maligno del estómago,155,60,95
85 y más,Enfermedad renal crónica,151,78,73
85 y más,Otras enfermedades cerebrovasculares,142,58,84
85 y más,Insuficiencia renal no especificada,140,74,66
85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2139,976,1163
85 y más,Otras causas,2778,1314,1464
Ignorado,Todas las causas,465,283,182
Ignorado,"Neumonía, organismo no especificado",38,23,15
Ignorado,Exposición a factores no especificados,26,19,7
Ignorado,Infarto agudo del miocardio,20,7,13
Ignorado,Fibrosis y cirrosis del hígado,20,18,2
Ignorado,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",14,7,7
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",14,11,3
Ignorado,Otras sepsis,11,8,3
Ignorado,Insuficiencia cardíaca,9,3,6
Ignorado,"Diabetes mellitus, no especificada",8,3,5
Ignorado,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",8,7,1
Ignorado,Neumonitis debida a sólidos y líquidos,7,6,1
Ignorado,Síndrome de dificultad respiratoria del adulto,7,3,4
Ignorado,Otras gastroenteritis y colitis de origen infeccioso y no especificado,6,4,2
Ignorado,Coagulación intravascular diseminada [síndrome de desfibrinación],6,3,3
Ignorado,Hemorragia intraencefálica,6,4,2
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",57,29,28
Ignorado,Otras causas,208,128,80
