Edad,Causa de muerte,Total,Hombres,Mujeres
75 - 79 años,Exposición a factores no especificados,115,67,48
75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",449,210,239
75 - 79 años,Otras causas,2041,1055,986
80 - 84 años,Todas las causas,6894,3399,3495
80 - 84 años,"Neumonía, organismo no especificado",850,444,406
80 - 84 años,Infarto agudo del miocardio,792,398,394
80 - 84 años,"Diabetes mellitus, no especificada",393,166,227
80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",347,157,190
80 - 84 años,Insuficiencia cardíaca,278,140,138
80 - 84 años,"Desnutrición proteicocalórica, no especificada",212,92,120
80 - 84 años,Tumor maligno del estómago,168,82,86
80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,138,65,73
80 - 84 años,Exposición a factores no especificados,138,71,67
80 - 84 años,Diabetes mellitus no insulinodependiente,137,52,85
80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,136,57,79
80 - 84 años,Otras enfermedades cerebrovasculares,134,70,64
80 - 84 años,Diarrea y gastroenteritis de presunto origen infeccioso,133,57,76
80 - 84 años,Tumor maligno de la próstata,124,124,0
80 - 84 años,Insuficiencia renal crónica,124,59,65
80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",693,333,360
80 - 84 años,Otras causas,2097,1032,1065
85 y más,Todas las causas,10213,4921,5292
85 y más,Infarto agudo del miocardio,1556,745,811
85 y más,"Neumonía, organismo no especificado",1464,752,712
85 y más,Insuficiencia cardíaca,529,228,301
85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",490,256,234
85 y más,"Diabetes mellitus, no especificada",383,143,240
85 y más,"Desnutrición proteicocalórica, no especificada",383,178,205
85 y más,Otras enfermedades pulmonares obstructivas crónicas,262,127,135
85 y más,Hipertensión esencial (primaria),213,103,110
85 y más,Tumor maligno de la próstata,188,188,0
85 y más,Diarrea y gastroenteritis de presunto origen infeccioso,158,76,82
85 y más,Otras enfermedades cerebrovasculares,158,59,99
85 y más,Exposición a factores no especificados,153,81,72
85 y más,Tumor maligno del estómago,146,60,86
85 y más,Insuficiencia renal crónica,146,84,62
85 y más,Insuficiencia renal no especificada,140,63,77
85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1383,621,762
85 y más,Otras causas,2461,1157,1304
Ignorado,Todas las causas,594,377,217
Ignorado,"Neumonía, organismo no especificado",90,55,35
Ignorado,Diarrea y gastroenteritis de presunto origen infeccioso,65,35,30
Ignorado,Exposición a factores no especificados,27,24,3
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",25,19,6
Ignorado,Otras septicemias,14,6,8
Ignorado,"Desnutrición proteicocalórica, no especificada",12,9,3
Ignorado,Infarto agudo del miocardio,12,9,3
Ignorado,Fibrosis y cirrosis del hígado,12,6,6
Ignorado,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",11,8,3
Ignorado,"Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias",10,8,2
Ignorado,Obstrucción no especificada de la respiración,9,7,2
Ignorado,Trastornos mentales y del comportamiento debidos al uso de alcohol,8,8,0
Ignorado,"Otras malformaciones congénitas, no clasificadas en otra parte",8,5,3
Ignorado,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",8,6,2
Ignorado,"Diabetes mellitus, no especificada",7,2,5
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",54,34,20
Ignorado,Otras causas,222,136,86
